cla,1.1a,https://elmss.nuigalway.ie/catalogue/1
cla,1.1b,https://elmss.nuigalway.ie/catalogue/2
cla,1.1c,https://elmss.nuigalway.ie/catalogue/3
cla,1.2,https://elmss.nuigalway.ie/catalogue/4
cla,1.3,https://elmss.nuigalway.ie/catalogue/5
cla,1.4,https://elmss.nuigalway.ie/catalogue/6
cla,1.5a,https://elmss.nuigalway.ie/catalogue/7
cla,1.5b,https://elmss.nuigalway.ie/catalogue/8
cla,1.6,https://elmss.nuigalway.ie/catalogue/9
cla,1.7,https://elmss.nuigalway.ie/catalogue/10
cla,1.8,https://elmss.nuigalway.ie/catalogue/11
cla,1.9,https://elmss.nuigalway.ie/catalogue/12
cla,1.10,https://elmss.nuigalway.ie/catalogue/13
cla,1.11,https://elmss.nuigalway.ie/catalogue/14
cla,1.** (p. 5),https://elmss.nuigalway.ie/catalogue/15
cla,1.12,https://elmss.nuigalway.ie/catalogue/16
cla,1.13,https://elmss.nuigalway.ie/catalogue/17
cla,1.14,https://elmss.nuigalway.ie/catalogue/18
cla,1.15,https://elmss.nuigalway.ie/catalogue/19
cla,1.16,https://elmss.nuigalway.ie/catalogue/20
cla,1.17,https://elmss.nuigalway.ie/catalogue/21
cla,1.18a,https://elmss.nuigalway.ie/catalogue/22
cla,1.18b,https://elmss.nuigalway.ie/catalogue/23
cla,1.19,https://elmss.nuigalway.ie/catalogue/24
cla,1.20,https://elmss.nuigalway.ie/catalogue/25
cla,1.21,https://elmss.nuigalway.ie/catalogue/26
cla,1.22,https://elmss.nuigalway.ie/catalogue/27
cla,1.23,https://elmss.nuigalway.ie/catalogue/28
cla,1.24a,https://elmss.nuigalway.ie/catalogue/29
cla,1.24b,https://elmss.nuigalway.ie/catalogue/30
cla,1.25,https://elmss.nuigalway.ie/catalogue/31
cla,1.26a,https://elmss.nuigalway.ie/catalogue/32
cla,1.26b,https://elmss.nuigalway.ie/catalogue/33
cla,1.26c,https://elmss.nuigalway.ie/catalogue/34
cla,1.27,https://elmss.nuigalway.ie/catalogue/35
cla,1.28,https://elmss.nuigalway.ie/catalogue/36
cla,1.29,https://elmss.nuigalway.ie/catalogue/37
cla,1.30,https://elmss.nuigalway.ie/catalogue/38
cla,1.31,https://elmss.nuigalway.ie/catalogue/39
cla,1.32,https://elmss.nuigalway.ie/catalogue/40
cla,1.33,https://elmss.nuigalway.ie/catalogue/41
cla,1.34,https://elmss.nuigalway.ie/catalogue/42
cla,1.35,https://elmss.nuigalway.ie/catalogue/43
cla,1.36,https://elmss.nuigalway.ie/catalogue/44
cla,1.37,https://elmss.nuigalway.ie/catalogue/45
cla,1.38,https://elmss.nuigalway.ie/catalogue/46
cla,1.39,https://elmss.nuigalway.ie/catalogue/47
cla,1.40,https://elmss.nuigalway.ie/catalogue/48
cla,1.41,https://elmss.nuigalway.ie/catalogue/49
cla,1.42,https://elmss.nuigalway.ie/catalogue/50
cla,1.43,https://elmss.nuigalway.ie/catalogue/51
cla,1.44,https://elmss.nuigalway.ie/catalogue/52
cla,1.45,https://elmss.nuigalway.ie/catalogue/53
cla,1.46,https://elmss.nuigalway.ie/catalogue/54
cla,1.47,https://elmss.nuigalway.ie/catalogue/55
cla,1.48,https://elmss.nuigalway.ie/catalogue/56
cla,1.49,https://elmss.nuigalway.ie/catalogue/57
cla,1.50,https://elmss.nuigalway.ie/catalogue/58
cla,1.51,https://elmss.nuigalway.ie/catalogue/59
cla,1.52,https://elmss.nuigalway.ie/catalogue/60
cla,1.53,https://elmss.nuigalway.ie/catalogue/61
cla,1.54,https://elmss.nuigalway.ie/catalogue/62
cla,1.55,https://elmss.nuigalway.ie/catalogue/63
cla,1.56,https://elmss.nuigalway.ie/catalogue/64
cla,1.57,https://elmss.nuigalway.ie/catalogue/65
cla,1.58,https://elmss.nuigalway.ie/catalogue/66
cla,1.** (p. 18),https://elmss.nuigalway.ie/catalogue/67
cla,1.59,https://elmss.nuigalway.ie/catalogue/68
cla,1.60,https://elmss.nuigalway.ie/catalogue/69
cla,1.61,https://elmss.nuigalway.ie/catalogue/70
cla,1.62,https://elmss.nuigalway.ie/catalogue/71
cla,1.** (p.19),https://elmss.nuigalway.ie/catalogue/72
cla,1.63,https://elmss.nuigalway.ie/catalogue/73
cla,1.64,https://elmss.nuigalway.ie/catalogue/74
cla,1.65,https://elmss.nuigalway.ie/catalogue/75
cla,1.66,https://elmss.nuigalway.ie/catalogue/76
cla,1.67,https://elmss.nuigalway.ie/catalogue/77
cla,1.68a,https://elmss.nuigalway.ie/catalogue/78
cla,1.68b,https://elmss.nuigalway.ie/catalogue/79
cla,1.69,https://elmss.nuigalway.ie/catalogue/80
cla,1.70,https://elmss.nuigalway.ie/catalogue/81
cla,1.71,https://elmss.nuigalway.ie/catalogue/82
cla,1.72,https://elmss.nuigalway.ie/catalogue/83
cla,1.73,https://elmss.nuigalway.ie/catalogue/84
cla,1.74,https://elmss.nuigalway.ie/catalogue/85
cla,1.75,https://elmss.nuigalway.ie/catalogue/86
cla,1.76,https://elmss.nuigalway.ie/catalogue/87
cla,1.77,https://elmss.nuigalway.ie/catalogue/88
cla,1.78,https://elmss.nuigalway.ie/catalogue/89
cla,1.79,https://elmss.nuigalway.ie/catalogue/90
cla,1.80a,https://elmss.nuigalway.ie/catalogue/91
cla,1.80b,https://elmss.nuigalway.ie/catalogue/92
cla,1.81,https://elmss.nuigalway.ie/catalogue/93
cla,1.82,https://elmss.nuigalway.ie/catalogue/94
cla,1.83,https://elmss.nuigalway.ie/catalogue/95
cla,1.84,https://elmss.nuigalway.ie/catalogue/96
cla,1.85,https://elmss.nuigalway.ie/catalogue/97
cla,1.86,https://elmss.nuigalway.ie/catalogue/98
cla,1.87,https://elmss.nuigalway.ie/catalogue/99
cla,1.88,https://elmss.nuigalway.ie/catalogue/100
cla,1.89,https://elmss.nuigalway.ie/catalogue/101
cla,1.90,https://elmss.nuigalway.ie/catalogue/102
cla,1.91,https://elmss.nuigalway.ie/catalogue/103
cla,1.92,https://elmss.nuigalway.ie/catalogue/104
cla,1.93,https://elmss.nuigalway.ie/catalogue/105
cla,1.94,https://elmss.nuigalway.ie/catalogue/106
cla,1.95,https://elmss.nuigalway.ie/catalogue/107
cla,1.96,https://elmss.nuigalway.ie/catalogue/108
cla,1.97,https://elmss.nuigalway.ie/catalogue/109
cla,1.98,https://elmss.nuigalway.ie/catalogue/110
cla,1.99,https://elmss.nuigalway.ie/catalogue/111
cla,1.100,https://elmss.nuigalway.ie/catalogue/112
cla,1.101,https://elmss.nuigalway.ie/catalogue/113
cla,1.102,https://elmss.nuigalway.ie/catalogue/114
cla,1.103,https://elmss.nuigalway.ie/catalogue/115
cla,1.104a,https://elmss.nuigalway.ie/catalogue/116
cla,1.104b,https://elmss.nuigalway.ie/catalogue/117
cla,1.105,https://elmss.nuigalway.ie/catalogue/118
cla,1.106,https://elmss.nuigalway.ie/catalogue/119
cla,1.** (p. 32),https://elmss.nuigalway.ie/catalogue/120
cla,1.107,https://elmss.nuigalway.ie/catalogue/121
cla,1.108,https://elmss.nuigalway.ie/catalogue/122
cla,1.109,https://elmss.nuigalway.ie/catalogue/123
cla,1.110,https://elmss.nuigalway.ie/catalogue/124
cla,1.111,https://elmss.nuigalway.ie/catalogue/125
cla,1.112,https://elmss.nuigalway.ie/catalogue/126
cla,1.** (p. 34),https://elmss.nuigalway.ie/catalogue/127
