bkat,7607,http://mira.ie/198
cla,2.122,http://mira.ie/200
cla,2.133,http://mira.ie/201
bkat,818,http://mira.ie/203
cla,2.147,http://mira.ie/205
cla,2.149,http://mira.ie/206
cla,2.148b,http://mira.ie/207
cla,2.159,http://mira.ie/208
cla,S1.1864,http://mira.ie/209
cla,2.218,http://mira.ie/210
cla,2.179,http://mira.ie/211
cla,2.186,http://mira.ie/212
bkat,2421,http://mira.ie/212
cla,2.232,http://mira.ie/214
cla,2.231,http://mira.ie/215
cla,2.256,http://mira.ie/216
cla,S2.1873,http://mira.ie/217
cla,S1.1819,http://mira.ie/218
cla,2.144,http://mira.ie/219
bkat,3458,http://mira.ie/219
cla,1.84,http://mira.ie/220
cla,1.26a,http://mira.ie/221
cla,1.78,http://mira.ie/222
cla,1.87,http://mira.ie/223
cla,1.5a,http://mira.ie/224
bkat,6953,http://mira.ie/225
bkat,6429,http://mira.ie/226
cla,1.3,http://mira.ie/228
bkat,3071,http://mira.ie/229
bkat,208,http://mira.ie/230
bkat,462,http://mira.ie/231
bkat,636,http://mira.ie/232
bkat,1223,http://mira.ie/233
bkat,1523,http://mira.ie/234
bkat,2612,http://mira.ie/236
bkat,2810,http://mira.ie/237
bkat,3185,http://mira.ie/238
bkat,3219,http://mira.ie/239
bkat,3245,http://mira.ie/240
bkat,vol. 1, p 120 (excluded),http://mira.ie/241
bkat,2208,http://mira.ie/244
bkat,4085,http://mira.ie/245
bkat,4517,http://mira.ie/246
cla,5.577,http://mira.ie/247
bkat,4724,http://mira.ie/248
bkat,vol. 3, p. 296 (excluded),http://mira.ie/249
bkat,2050,http://mira.ie/250
bkat,2051,http://mira.ie/251
bkat,2058,http://mira.ie/252
bkat,2062,http://mira.ie/253
bkat,2066,http://mira.ie/254
bkat,2068,http://mira.ie/255
bkat,2096,http://mira.ie/256
bkat,2099,http://mira.ie/257
bkat,2103,http://mira.ie/258
bkat,2104,http://mira.ie/259
bkat,2104,http://mira.ie/260
bkat,2108,http://mira.ie/261
bkat,2113,http://mira.ie/262
bkat,2116,http://mira.ie/263
bkat,2126,http://mira.ie/264
bkat,2129,http://mira.ie/265
bkat,436,http://mira.ie/266
bkat,4853,http://mira.ie/267
bkat,5304,http://mira.ie/268
cla,8.1025,http://mira.ie/269
bkat,120,http://mira.ie/269
bkat,4216,http://mira.ie/270
cla,7.849,http://mira.ie/271
cla,2.196b,http://mira.ie/272
cla,3.398,http://mira.ie/273
bkat,5534,http://mira.ie/274
cla,,http://mira.ie/276
bkat,3191,http://mira.ie/276
bkat,3240,http://mira.ie/277
cla,9.1291,http://mira.ie/278
cla,,http://mira.ie/279
bkat,3143,http://mira.ie/279
bkat,3170,http://mira.ie/280
bkat,3078,http://mira.ie/281
cla,10.1475,http://mira.ie/282
bkat,7108,http://mira.ie/282
cla,10.1508,http://mira.ie/283
bkat,7222,http://mira.ie/283
cla,S1.1842,http://mira.ie/284
cla,10.1509,http://mira.ie/285
bkat,7194,http://mira.ie/286
bkat,3383,http://mira.ie/287
bkat,7173,http://mira.ie/288
bkat,7196,http://mira.ie/289
bkat,7135,http://mira.ie/290
bkat,7151,http://mira.ie/291
bkat,3135,http://mira.ie/292
cla,9.1285,http://mira.ie/293
