elmss.csv,Earlier Latin Manuscripts,https://elmss.nuigalway.ie/
foundationsirishculture.csv,Foundations of Irish Culture ,https://www.foundationsirishculture.ie/
mira.csv,Manuscripts with Irish Associations,http://www.mira.ie
